Website,https://asu-molecular-sciences-cloud-lab.github.io/bomb_calorimetry_v2/ 
Simulated Calorimeter,Parr #3757
Sample Name,Sucrose
Formula,C12H22O11
Molecular Weight (g/mol),342.241
Sample Weight (g),0.9510
Water Temp (deg C),24.40
Room Temp (deg C),24.06
Water Volume (L),2.0
Wire Before (g),0.021
Wire After (g),0.013
=====,=====
Time (s),Temperature (C)
0.00,24.40
30.00,24.41
60.00,24.40
90.00,24.40
120.00,24.40
150.00,24.40
180.00,24.41
210.00,24.40
240.00,24.41
270.00,24.40
300.00,24.42
330.00,24.72
360.00,25.18
390.00,25.56
420.00,25.76
450.00,25.88
480.00,25.91
510.00,25.94
540.00,25.96
570.00,26.01
600.00,26.00
630.00,26.00
660.00,25.98
690.00,25.98
720.00,26.00
750.00,25.98
780.00,25.97
810.00,25.97
840.00,26.00
870.00,25.97
900.00,25.97
930.00,25.98
960.00,25.99
